Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
RMD,ResMed Inc.,77.12,$10.94B,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/rmd
REN           ,Resolute Energy Corporation,33.96,$762.38M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ren
RFP,Resolute Forest Products Inc.,4.65,$417.85M,n/a,Basic Industries,Paper,http://www.nasdaq.com/symbol/rfp
RSO,Resource Capital Corp.,10.25,$321.73M,2006,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rso
RSO^A,Resource Capital Corp.,24.87,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rso^a
RSO^B,Resource Capital Corp.,24.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rso^b
RSO^C,Resource Capital Corp.,25.49,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rso^c
QSR,Restaurant Brands International Inc.,59.58,$14.08B,2014,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/qsr
RPAI,"Retail Properties of America, Inc.",13.23,$3.13B,2012,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rpai
RPAI^A,"Retail Properties of America, Inc.",25.5437,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rpai^a
REVG,"REV Group, Inc.",26.75,$1.7B,2017,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/revg
REV,"Revlon, Inc.",19.55,$1.03B,1996,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/rev
REX,REX American Resources Corporation,99.98,$655.74M,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/rex
REXR,"Rexford Industrial Realty, Inc.",28.52,$2.03B,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rexr
REXR^A,"Rexford Industrial Realty, Inc.",25.6985,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rexr^a
RXN,Rexnord Corporation,23.16,$2.4B,2012,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/rxn
RXN^A,Rexnord Corporation,53.35,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rxn^a
RH,RH,65.13,$1.38B,2012,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/rh
RICE,Rice Energy Inc.,27.97,$5.77B,2014,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rice
RMP,Rice Midstream Partners LP,20.86,$2.13B,2014,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/rmp
RIC,"Richmont Mines, Inc.",8.35,$532.4M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ric
RNG,"Ringcentral, Inc.",34.8,$2.62B,2013,Technology,EDP Services,http://www.nasdaq.com/symbol/rng
RIO,Rio Tinto Plc,47.38,$65.6B,2002,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/rio
RBA,Ritchie Bros. Auctioneers Incorporated,28.23,$3.02B,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/rba
RAD,Rite Aid Corporation,2.24,$2.36B,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/rad
RIV,"RiverNorth Opportunities Fund, Inc.",21.04,$79.01M,2015,n/a,n/a,http://www.nasdaq.com/symbol/riv
OPP,"RiverNorth/DoubleLine Strategic Opportunity Fund, Inc.",19.18,$211.24M,2016,n/a,n/a,http://www.nasdaq.com/symbol/opp
RLI,RLI Corp.,58.06,$2.56B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/rli
RLJ,RLJ Lodging Trust,21.16,$2.64B,2011,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rlj
RRTS,"Roadrunner Transportation Systems, Inc",6.98,$267.62M,2010,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/rrts
RHI,Robert Half International Inc.,45.25,$5.75B,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/rhi
ROK,"Rockwell Automation, Inc.",165.03,$21.26B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/rok
COL,"Rockwell Collins, Inc.",106.53,$17.3B,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/col
RCI,"Rogers Communication, Inc.",52,$20.92B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/rci
ROG,Rogers Corporation,117.97,$2.14B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/rog
ROL,"Rollins, Inc.",43.41,$9.46B,n/a,Finance,Diversified Commercial Services,http://www.nasdaq.com/symbol/rol
ROP,"Roper Technologies, Inc.",232.46,$23.72B,1992,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/rop
RST,Rosetta Stone,10.36,$229.97M,2009,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/rst
RDC,Rowan Companies plc,11.67,$1.47B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rdc
RY,Royal Bank Of Canada,74.56,$108.69B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/ry
RY^S,Royal Bank Of Canada,25.7,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ry^s
RY^T,Royal Bank Of Canada,29.51,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ry^t
RBS,Royal Bank Scotland plc (The),6.64,$39.22B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/rbs
RBS^F,Royal Bank Scotland plc (The),26.9276,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/rbs^f
RBS^H,Royal Bank Scotland plc (The),26.6,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/rbs^h
RBS^L,Royal Bank Scotland plc (The),25.26,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rbs^l
RBS^S,Royal Bank Scotland plc (The),25.64,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rbs^s
RCL,Royal Caribbean Cruises Ltd.,113.07,$24.32B,1993,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/rcl
RDS.A,Royal Dutch Shell PLC,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rds.a
RDS.B,Royal Dutch Shell PLC,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rds.b
RGT,"Royce Global Value Trust, Inc.",9.96,$103.74M,2013,n/a,n/a,http://www.nasdaq.com/symbol/rgt
RMT,"Royce Micro-Cap Trust, Inc.",8.65,$326.8M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rmt
RVT,"Royce Value Trust, Inc.",14.96,$1.22B,1986,n/a,n/a,http://www.nasdaq.com/symbol/rvt
RES,"RPC, Inc.",20.71,$4.51B,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/res
RPM,RPM International Inc.,51.87,$6.93B,n/a,Basic Industries,Paints/Coatings,http://www.nasdaq.com/symbol/rpm
RSPP,"RSP Permian, Inc.",34.36,$5.45B,2014,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rspp
RT,"Ruby Tuesday, Inc.",2.02,$122.34M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/rt
RTEC,"Rudolph Technologies, Inc.",24.75,$778.13M,1999,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/rtec
R,"Ryder System, Inc.",72.76,$3.86B,n/a,Consumer Services,Rental/Leasing Companies,http://www.nasdaq.com/symbol/r
RYI,Ryerson Holding Corporation,8.65,$321.58M,2014,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/ryi
RHP,"Ryman Hospitality Properties, Inc.",62.59,$3.2B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rhp
SPGI,S&P Global Inc.,153.59,$39.47B,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/spgi
SBR,Sabine Royalty Trust,40.15,$585.36M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sbr
SB,"Safe Bulkers, Inc",2.58,$261.91M,2008,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/sb
SB^B,"Safe Bulkers, Inc",26.0748,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sb^b
SB^C,"Safe Bulkers, Inc",19.891,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sb^c
SB^D,"Safe Bulkers, Inc",20,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sb^d
SFE,"Safeguard Scientifics, Inc.",11.9,$242.92M,n/a,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/sfe
SAFE,"Safety, Income and Growth, Inc.",18.6,$338.33M,2017,Consumer Services,Real Estate,http://www.nasdaq.com/symbol/safe
CRM,Salesforce.com Inc,90.8,$64.67B,2004,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/crm
SMM,Salient Midstream & MLP Fund,11.95,$211.78M,2012,n/a,n/a,http://www.nasdaq.com/symbol/smm
SBH,"Sally Beauty Holdings, Inc.",20.23,$2.78B,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/sbh
SJT,San Juan Basin Royalty Trust,6.8,$316.94M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sjt
SN,Sanchez Energy Corporation,5.64,$464.3M,2011,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sn
SD,"SandRidge Energy, Inc.",19.31,$692.35M,2016,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sd
SDT,SandRidge Mississippian Trust I,1.43,$40.04M,2011,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sdt
SDR,SandRidge Mississippian Trust II,1.42,$70.61M,2012,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sdr
PER,SandRidge Permian Trust,2.975,$156.19M,2011,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/per
SNY,Sanofi,47.36,$122.38B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sny
SC,Santander Consumer USA Holdings Inc.,12.81,$4.6B,2014,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/sc
SOV^C,"Santander Holdings USA, Inc.",26.25,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sov^c
SAP,SAP SE,105.85,$126.87B,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/sap
SAB,Saratoga Investment Corp,26.1001,n/a,2016,n/a,n/a,http://www.nasdaq.com/symbol/sab
SAR,Saratoga Investment Corp,21.7,$129.49M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sar
SSL,Sasol Ltd.,30.14,$19.72B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ssl
BFS,"Saul Centers, Inc.",59.16,$1.27B,1993,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/bfs
BFS^C,"Saul Centers, Inc.",25.51,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bfs^c
SCG,Scana Corporation,64.37,$9.2B,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/scg
SLB,Schlumberger N.V.,68.6,$94.98B,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/slb
SNDR,"Schneider National, Inc.",21.62,$3.82B,2017,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/sndr
SWM,"Schweitzer-Mauduit International, Inc.",38.42,$1.18B,n/a,Basic Industries,Paper,http://www.nasdaq.com/symbol/swm
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,70.41,$3.08B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/saic
SALT,Scorpio Bulkers Inc.,7.2,$543.32M,2013,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/salt
SLTB,Scorpio Bulkers Inc.,25,n/a,2014,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/sltb
SBBC,Scorpio Tankers Inc.,25.6999,n/a,2017,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/sbbc
SBNA,Scorpio Tankers Inc.,24.6999,n/a,2014,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/sbna
SBNB,Scorpio Tankers Inc.,25.17,n/a,2014,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/sbnb
STNG,Scorpio Tankers Inc.,3.71,$647.88M,2010,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/stng
SMG,Scotts Miracle-Gro Company (The),95.99,$5.72B,1992,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/smg
LBF,"Scudder Global High Income Fund, Inc.",8.79,$56.98M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lbf
KMM,Scudder Multi-Market Income Trust,8.86,$198.4M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kmm
KTF,Scudder Municiple Income Trust,13.3,$523.98M,1988,n/a,n/a,http://www.nasdaq.com/symbol/ktf
KST,Scudder Strategic Income Trust,12.3999,$54.04M,1994,n/a,n/a,http://www.nasdaq.com/symbol/kst
KSM,Scudder Strategic Municiple Income Trust,12.71,$142.23M,1989,n/a,n/a,http://www.nasdaq.com/symbol/ksm
SA,"Seabridge Gold, Inc.",11.65,$668.33M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/sa
CKH,"SEACOR Holdings, Inc.",34.09,$598.28M,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/ckh
SMHI,SEACOR Marine Holdings Inc.,14.58,$257.65M,2017,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/smhi
SDRL,Seadrill Limited,0.3687,$185.99M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sdrl
SDLP,Seadrill Partners LLC,2.91,$267.2M,2012,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sdlp
SEE,Sealed Air Corporation,43.51,$8.52B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/see
SSW,Seaspan Corporation,6.7,$734.31M,2005,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/ssw
SSW^D,Seaspan Corporation,22.1565,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ssw^d
SSW^E,Seaspan Corporation,23.0862,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ssw^e
SSW^G,Seaspan Corporation,22.2599,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ssw^g
SSW^H,Seaspan Corporation,21.76,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ssw^h
SSWN,Seaspan Corporation,25.5307,n/a,2014,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/sswn
SEAS,"SeaWorld Entertainment, Inc.",15.38,$1.4B,2013,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/seas
JBN,Select Asset Inc.,15.9501,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/jbn
JBR,Select Asset Inc.,15.86,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/jbr
WTTR,"Select Energy Services, Inc.",15.53,$1.07B,2017,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/wttr
SEM,Select Medical Holdings Corporation,16.2,$2.15B,2009,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/sem
SGZA,"Selective Insurance Group, Inc.",25.74,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/sgza
SEMG,Semgroup Corporation,27.05,$2.46B,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/semg
SMI,Semiconductor  Manufacturing International Corporation,5.53,$5.14B,2004,Technology,Semiconductors,http://www.nasdaq.com/symbol/smi
SRE,Sempra Energy,113.01,$28.35B,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/sre
ST,Sensata Technologies Holding N.V.,45.12,$7.73B,2010,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/st
SXT,Sensient Technologies Corporation,74.36,$3.29B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/sxt
SQNS,Sequans Communications S.A.,3.68,$276.45M,2011,Technology,Semiconductors,http://www.nasdaq.com/symbol/sqns
SRG,Seritage Growth Properties,46.77,$2.62B,2015,Finance,Real Estate,http://www.nasdaq.com/symbol/srg
SCI,Service Corporation International,34.73,$6.5B,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/sci
SERV,"ServiceMaster Global Holdings, Inc.",43.96,$5.89B,2014,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/serv
NOW,"ServiceNow, Inc.",110.45,$18.76B,2012,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/now
SHAK,"Shake Shack, Inc.",33.01,$1.21B,2015,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/shak
SJR,Shaw Communications Inc.,22.27,$10.51B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/sjr
SHLX,"Shell Midstream Partners, L.P.",28.58,$5.07B,2014,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/shlx
SHW,Sherwin-Williams Company (The),337.27,$31.5B,n/a,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/shw
SHG,Shinhan Financial Group Co Ltd,47.52,$22.53B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/shg
SFL,Ship Finance International Limited,13.6,$1.38B,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/sfl
SHOP,Shopify Inc.,92.37,$7.89B,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/shop
SSTK,"Shutterstock, Inc.",42.14,$1.46B,2012,Technology,EDP Services,http://www.nasdaq.com/symbol/sstk
SBGL,Sibanye Gold Limited,5.16,$2.74B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/sbgl
SIG,Signet Jewelers Limited,61.16,$4.18B,n/a,Consumer Services,Consumer Specialties,http://www.nasdaq.com/symbol/sig
SSNI,"Silver Spring Networks, Inc.",11.31,$601.38M,2013,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/ssni
SBOW,"SilverBow Resorces, Inc.",25.03,$287.31M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sbow
SPG,"Simon Property Group, Inc.",158.5,$49.48B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/spg
SPG^J,"Simon Property Group, Inc.",69.25,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/spg^j
SSD,"Simpson Manufacturing Company, Inc.",44.29,$2.11B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ssd
SHI,"SINOPEC Shangai Petrochemical Company, Ltd.",57.28,$6.19B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/shi
SITE,"SiteOne Landscape Supply, Inc.",52.5,$2.09B,2016,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/site
SIX,Six Flags Entertainment Corporation New,56.87,$4.87B,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/six
SJW,SJW Group,52.87,$1.08B,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/sjw
SKM,"SK Telecom Co., Ltd.",27.26,$17.34B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/skm
SKX,"Skechers U.S.A., Inc.",28.09,$4.45B,1999,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/skx
SLG,SL Green Realty Corporation,103.27,$10.16B,1997,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/slg
SLG^I,SL Green Realty Corporation,26.13,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/slg^i
SM,SM Energy Company,17.39,$1.93B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sm
SFS,Smart,8.6,$636.58M,2014,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/sfs
SNN,"Smith & Nephew SNATS, Inc.",35.25,$15.93B,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/snn
AOS,Smith (A.O.) Corporation,53.55,$9.27B,n/a,Consumer Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/aos
SNAP,Snap Inc.,13.67,$16.12B,2017,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/snap
SNA,Snap-On Incorporated,154.2,$8.88B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/sna
SQM,Sociedad Quimica y Minera S.A.,41.11,$10.82B,1993,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/sqm
SLRA,Solar Capital Ltd.,25.35,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/slra
SOI,"Solaris Oilfield Infrastructure, Inc.",13.05,$562.64M,2017,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/soi
SAH,"Sonic Automotive, Inc.",18.15,$816.59M,1997,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/sah
SON,Sonoco Products Company,48.48,$4.82B,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/son
SNE,Sony Corp Ord,41.07,$51.86B,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/sne
BID,Sotheby&#39;s,56.59,$2.98B,1988,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/bid
SOR,"Source Capital, Inc.",39.53,$341.55M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sor
SJI,"South Jersey Industries, Inc.",33.97,$2.7B,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/sji
SXE,"Southcross Energy Partners, L.P.",3.07,$239.94M,2012,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/sxe
SCE^G,Southern California Edison Company,25.44,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^g
SCE^H,Southern California Edison Company,28.85,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^h
SCE^J,Southern California Edison Company,28.15,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^j
SCE^K,Southern California Edison Company,29.16,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^k
SCE^L,Southern California Edison Company,25.65,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^l
SO,Southern Company (The),47.93,$47.67B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/so
SOJA,Southern Company (The),27.18,n/a,2015,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/soja
SOJB,Southern Company (The),25.5,n/a,2016,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/sojb
SCCO,Southern Copper Corporation,39.34,$30.41B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/scco
LUV,Southwest Airlines Company,55.51,$33.56B,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/luv
SWX,"Southwest Gas Holdings, Inc.",80.1,$3.81B,n/a,Public Utilities,Oil & Gas Production,http://www.nasdaq.com/symbol/swx
SWN,Southwestern Energy Company,5.7,$2.88B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/swn
SWNC,Southwestern Energy Company,13.83,n/a,2015,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/swnc
SPA,Sparton Corporation,23.06,$227.39M,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/spa
SPE,Special Opportunities Fund Inc.,15.42,$131.2M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/spe
SPE^B,Special Opportunities Fund Inc.,25.56,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/spe^b
SEP,"Spectra Energy Partners, LP",45.2,$14.26B,2007,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/sep
SPB           ,"Spectrum Brands Holdings, Inc.",115.44,$6.79B,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/spb
TRK,"Speedway Motorsports, Inc.",21.26,$871.68M,1995,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/trk
SR,Spire Inc.,72.6,$3.5B,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/sr
SPR,"Spirit Aerosystems Holdings, Inc.",60.43,$7.29B,2006,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/spr
SRC,"Spirit Realty Capital, Inc.",7.93,$3.84B,2013,Consumer Services,Building operators,http://www.nasdaq.com/symbol/src
SRLP,Sprague Resources LP,27.9,$628.96M,2013,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/srlp
S,Sprint Corporation,7.98,$31.88B,2013,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/s
SPXC,SPX Corporation,27.52,$1.17B,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/spxc
FLOW,"SPX FLOW, Inc.",35.46,$1.5B,2015,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/flow
SQ,"Square, Inc.",26.35,$9.86B,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/sq
JOE,St. Joe Company (The),18.05,$1.27B,n/a,Consumer Services,Homebuilding,http://www.nasdaq.com/symbol/joe
STAG,"Stag Industrial, Inc.",27.29,$2.42B,2011,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/stag
STAG^B,"Stag Industrial, Inc.",25.75,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stag^b
STAG^C,"Stag Industrial, Inc.",26.79,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stag^c
SSI,"Stage Stores, Inc.",1.99,$54.61M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/ssi
SMP,"Standard Motor Products, Inc.",50.38,$1.15B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/smp
SXI,Standex International Corporation,95.95,$1.22B,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/sxi
SWJ,"Stanley Black & Decker, Inc.",25.46,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/swj
SWK,"Stanley Black & Decker, Inc.",140.69,$21.55B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/swk
SWP,"Stanley Black & Decker, Inc.",107.96,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/swp
STN,Stantec Inc,25.5,$2.9B,n/a,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/stn
SGU,"Star Gas Partners, L.P.",10.98,$613.65M,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/sgu
SRT,"StarTek, Inc.",12.3,$195.55M,1997,Technology,Professional Services,http://www.nasdaq.com/symbol/srt
STWD,"STARWOOD PROPERTY TRUST, INC.",22.04,$5.74B,2009,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/stwd
SFR,Starwood Waypoint Homes,34.96,$4.49B,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sfr
STT,State Street Corporation,93.23,$34.88B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/stt
STT^C,State Street Corporation,25.43,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stt^c
